BetaEpsilon,Calc_Avg_Val,Theo_Avg_Val,Relative_Error
0.05,18.725058,19.50416649306586,0.03994574663535858
0.1,9.482698,9.508331944775042,0.002695945505891736
0.15000000000000002,6.134114,6.179161981676418,0.007290306001040641
0.2,4.492726,4.516655566126994,0.005298071942092654
0.25,3.497326,3.5208116641877996,0.006670525557128091
0.30000000000000004,2.835982,2.858295913510082,0.007806719172991296
0.35000000000000003,2.355972,2.386250148351596,0.012688589405646279
0.4,2.007446,2.0332447817197363,0.01268847801882253
0.45,1.743256,1.7595962668607934,0.009286372771150127
0.5,1.535228,1.5414940825367982,0.00406494102558359
0.55,1.35487,1.3637857269355889,0.006537483682002142
0.6000000000000001,1.209956,1.2163692151608705,0.005272424754701045
0.65,1.089524,1.0922505783571361,0.002496293809463814
0.7000000000000001,0.982508,0.9864338636344632,0.003979854888596876
0.75,0.889222,0.8952551344023434,0.006739011227644113
0.8,0.811074,0.815966220916094,0.005995616963900226
0.8500000000000001,0.742626,0.7464653826956815,0.005143416941608867
0.9,0.683438,0.6851177504050078,0.0024517689171165095
0.9500000000000001,0.627174,0.6306324705314903,0.005484130128243358
1.0,0.580586,0.5819767068693265,0.0023896263422767345
1.05,0.538472,0.5383142131890871,0.00029311284570783964
1.1,0.499546,0.49896065897319475,0.001173120598344984
1.1500000000000001,0.46419,0.46335060944285383,0.0018115667488933821
1.2000000000000002,0.431898,0.431012760693333,0.0020538586960696923
1.25,0.402624,0.4015511184930129,0.0026718429051163445
1.3,0.375656,0.3746305205153175,0.00273730897117493
1.35,0.351804,0.34996537591518023,0.00525373140131838
1.4000000000000001,0.32872,0.3273108179013146,0.00430533310118175
1.4500000000000002,0.307572,0.3064556868450155,0.0036426576595038375
1.5,0.28753,0.2872169167888683,0.0010900583943036367
1.55,0.269606,0.26943500844777457,0.0006346300475596328
1.6,0.253336,0.2529703510218533,0.0014454222665609506
1.6500000000000001,0.23842,0.23770021276055187,0.0030281303962197445
1.7000000000000002,0.223022,0.22351626258482726,0.0022113048022162876
1.75,0.20958,0.21032251654728903,0.003530371162719034
1.8,0.197504,0.1980336265150059,0.00267442718858529
1.85,0.185224,0.18657344632279096,0.007232788745598267
1.9000000000000001,0.174316,0.1758738242771767,0.008857624399646786
1.9500000000000002,0.164194,0.1658735813777651,0.01012567139272141
2.0,0.155034,0.15651764274966565,0.009479076758385512
2.0500000000000003,0.146788,0.14775629612379151,0.006553332407441137
2.1,0.138068,0.13954455618562053,0.010581252511609547
2.15,0.130522,0.13184161755373985,0.010009112283547086
2.2,0.123582,0.12461038228415619,0.008252781712932346
2.25,0.116666,0.11781705030408059,0.009769810915396126
2.3000000000000003,0.11034,0.11143076319598245,0.009788707935743435
2.35,0.103902,0.10542329338354212,0.014430334461355524
2.4000000000000004,0.09823,0.09976877209617535,0.015423384129575172
2.45,0.092752,0.09444345057047258,0.017909665098591907
2.5,0.088076,0.08942548983385201,0.015090661917080842
2.5500000000000003,0.083374,0.08469477514615821,0.015594529224251887
2.6,0.079192,0.08023275177893807,0.012971657532146135
2.6500000000000004,0.07479,0.07602227931355073,0.016209449712343473
2.7,0.070868,0.07204750205711644,0.016371172121711762
2.75,0.068248,0.06829373352476674,0.0006696591679257209
2.8000000000000003,0.064726,0.0647473532299482,0.0003297930939719771
2.85,0.061414,0.061395714271498945,0.0002978339566210813
2.9000000000000004,0.058426,0.05822706041485129,0.0034166173550806327
2.95,0.055468,0.05523045154151439,0.004301041397553297
3.0,0.052274,0.05239569649125595,0.002322642877287821
3.0500000000000003,0.04969,0.049713292449491034,0.0004685356439568163
3.1,0.047066,0.04717437014186739,0.002297224987667985
3.1500000000000004,0.04469,0.04477064419186926,0.0018012738776697565
3.2,0.042424,0.04249436807788889,0.0016559389178327068
3.25,0.040316,0.04033829319566777,0.0005526558984445951
3.3000000000000003,0.038408,0.038295631591983334,0.002934235664628299
3.35,0.036576,0.03636002198736422,0.005939985754432059
3.4000000000000004,0.034642,0.03452549875064628,0.0033743538419277854
3.45,0.032824,0.03278646352732932,0.0011448771423422778
3.5,0.031358,0.03113765925779979,0.0070763425206733545
3.5500000000000003,0.02976,0.02957414635126114,0.006284328431036372
3.6,0.028258,0.028091280807259065,0.005934908909452489
3.6500000000000004,0.027018,0.02668469409951759,0.01249052731275025
3.7,0.025824,0.02535027465684835,0.018687187794380535
3.75,0.02454,0.024084150793529126,0.018927352281540664
3.8000000000000003,0.022204,0.02288267495708943,0.029658899510748172
3.85,0.021206,0.021742409175159925,0.02467110111112978
3.9000000000000004,0.02023,0.02066011159517434,0.020818454595124262
3.95,0.019146,0.019632724021458582,0.02479146658031726
4.0,0.01822,0.01865736036377405,0.02344170639611209
4.05,0.017328,0.017731295919852914,0.022744864316508427
4.1000000000000005,0.01637,0.016851957422000352,0.028599492031184108
4.15,0.015672,0.016016913784556237,0.021534347327811027
4.2,0.014962,0.015223867495003807,0.01720111496567793
4.25,0.01411,0.014470646596871495,0.02492263178823443
4.3,0.013492,0.01375519721736927,0.01913438340505359
4.3500000000000005,0.01295,0.013075576596999037,0.00960390511787132
4.4,0.012184,0.012429946582235528,0.01978661618602821
4.45,0.011584,0.011816567545839735,0.01968148067850839
4.5,0.01111,0.01123379270248555,0.011019671251202632
4.55,0.010528,0.010680062790188962,0.014238005260479572
4.6000000000000005,0.010122,0.010153901090563173,0.0031417570723453873
4.65,0.00961,0.009653908763211115,0.004548288603932228
4.7,0.00921,0.009178760471635431,0.0034034582840575932
4.75,0.0087,0.008727200279919084,0.003116724613467497
4.800000000000001,0.00841,0.0082980378011265,0.013492611332561265
4.8500000000000005,0.008048,0.007890144579915322,0.02000665748084066
4.9,0.007648,0.007502450693247117,0.019400235030386945
4.95,0.007338,0.007133941554357592,0.028603885255797126
5.0,0.006998,0.006783654906304231,0.03159728739983101
5.050000000000001,0.006668,0.00645067799246451,0.03368979319528263
5.1000000000000005,0.006372,0.006134144892320261,0.038775593314974544
5.15,0.006042,0.005833234011742618,0.03578906449443388
5.2,0.005668,0.0055471657177956265,0.021783066948357157
5.25,0.005408,0.005275200108811737,0.025174379824270995
5.300000000000001,0.00513,0.005016634911165982,0.02259783517068206
5.3500000000000005,0.004906,0.004770803494793272,0.02833830933390521
5.4,0.00469,0.00453707300005998,0.033706091997637744
5.45,0.004512,0.004314842569121916,0.04569284457537141
5.5,0.004262,0.004103541675379555,0.03861501531010741
5.550000000000001,0.004048,0.0039026285450823035,0.037249626306577195
5.6000000000000005,0.003826,0.0037115886655397375,0.030825434812460507
5.65,0.003574,0.0035299333747722123,0.012483698854693342
5.7,0.003388,0.0033571985277790943,0.009174754476400261
5.75,0.003264,0.0031929432349221227,0.022254315172505833
5.800000000000001,0.003034,0.003036748668216786,0.000905135234125288
5.8500000000000005,0.002868,0.002888216931597926,0.00699979678698885
5.9,0.002736,0.002746969991478837,0.003993487920460042
5.95,0.002626,0.002612648664157927,0.0051102683744797
6.0,0.002542,0.0024849116568445855,0.022973993058532708
6.050000000000001,0.002426,0.002363434659278165,0.026472210888598875
6.1000000000000005,0.00231,0.0022479094831017762,0.027621448890614676
6.15,0.00223,0.0021380432463272993,0.04300977252479008
6.2,0.002132,0.0020335576003906388,0.048408955610822646
6.25,0.002002,0.0019341879974476243,0.035059674986020535
6.300000000000001,0.001928,0.0018396829957021321,0.04800664272279198
6.3500000000000005,0.00184,0.001749803600689642,0.051546584585155375
6.4,0.00178,0.0016643226405622684,0.06950416741230628
6.45,0.001678,0.0015830241735361363,0.05999644733896139
6.5,0.001608,0.001505702925769155,0.06793974593533376
6.550000000000001,0.001546,0.0014321637580375739,0.07948549271935955
6.6000000000000005,0.001456,0.001362221159673584,0.06884259553631311
6.65,0.00139,0.0012956987683140713,0.07278021249385837
6.7,0.001332,0.001232428914093037,0.08079255912316773
6.75,0.001266,0.0011722521869873457,0.07997239335810793
6.800000000000001,0.001192,0.0011150170260978939,0.06904197164729865
6.8500000000000005,0.000988,0.0010605793297162572,0.06843366420848011
6.9,0.000976,0.0010088020850906585,0.03251587756949442
6.95,0.000922,0.0009595550168650903,0.039137950617760625
7.0,0.000896,0.0009127142532217337,0.018312690048101196
7.050000000000001,0.00085,0.000868162008809837,0.020920068634119715
7.1000000000000005,0.00079,0.0008257862835940626,0.04333601115086373
7.15,0.000754,0.000785480576802231,0.04007810979921564
7.2,0.00072,0.0007471436151966043,0.03632984963601897
7.25,0.000678,0.0007106790949344573,0.04598291291721637
7.300000000000001,0.000652,0.0006759954363229339,0.03549644721487572
7.3500000000000005,0.000624,0.0006430055508101742,0.02955736662961548
7.4,0.000598,0.0006116266195895769,0.022279310862435706
7.45,0.000562,0.000581779883227001,0.03399891229873143
7.5,0.000542,0.0005533904417517557,0.020583011364813837
7.550000000000001,0.000498,0.0005263870646815751,0.053928119792888904
7.6000000000000005,0.000492,0.0005007020104794814,0.017379619608773288
7.65,0.000482,0.00047627085496660055,0.012029174100525692
7.7,0.000448,0.0004530323282397504,0.01110809963453035
7.75,0.00044,0.00043092815966598764,0.021051862428865066
7.800000000000001,0.000394,0.00040990293054841845,0.038796820815946785
7.8500000000000005,0.000358,0.000389903934078491,0.08182511457314127
7.9,0.000324,0.0003708810422097662,0.1264045256410027
7.95,0.000318,0.0003527865791068954,0.09860516574910579
8.0,0.000314,0.00033557520084124496,0.06429319206889737
8.05,0.000296,0.00031920378102139046,0.07269268849868527
8.1,0.000288,0.0003036313020625886,0.05148119431825397
8.15,0.000268,0.0002888187518143755,0.07208241045150611
8.200000000000001,0.000252,0.00027472902527971005,0.08273252255224556
8.25,0.00024,0.00026132683117256387,0.08160980285442238
8.3,0.000234,0.0002485786030736746,0.058647859845578715
8.35,0.000228,0.00023645241495631045,0.035746790566178806
8.4,0.000228,0.0002249179008653757,0.013703218475567694
8.450000000000001,0.000224,0.000213946178544118,0.04699229275464147
8.5,0.000224,0.00020350977681301004,0.10068422022700607
8.55,0.000214,0.00019358256651520273,0.1054714474156629
8.6,0.0002,0.00018413969485224567,0.08613191827259573
8.65,0.000194,0.00017515752294258247,0.10757446634818071
8.700000000000001,0.00018,0.00016661356644372078,0.08034419910698529
8.75,0.00017,0.00015848643908690182,0.07264697837513427
8.8,0.000164,0.00015075579898064532,0.08785201702957397
8.85,0.000142,0.0001434022975467014,0.00977876624497399
8.9,0.000118,0.00013640753095872294,0.13494512237959266
8.950000000000001,0.00011,0.00012975399396043482,0.1522418952780621
9.0,0.000102,0.00012342503594618505,0.17358743938731078
9.05,0.000102,0.0001174048191925823,0.13121113169395
9.1,0.000102,0.00011167827913544522,0.08666214424478418
9.15,9.6e-05,0.00010623108659152203,0.09630972363920581
9.200000000000001,9.2e-05,0.00010104961182942835,0.08955612659555867
9.25,9.2e-05,9.612089039896855e-05,0.04287195407641348
9.3,8.8e-05,9.143259063250391e-05,0.037542309681463215
9.35,8.8e-05,8.697298273629647e-05,0.011808463173184066
9.4,8.6e-05,8.273090939380448e-05,0.03951474279866109
9.450000000000001,7.4e-05,7.869575780676511e-05,0.05966977048871423
9.5,7.4e-05,7.485743310354908e-05,0.01145421460502143
9.55,7.2e-05,7.12063330477541e-05,0.011146016348203691
9.600000000000001,6.4e-05,6.773332398330549e-05,0.055117979803053156
9.65,6.4e-05,6.442971795546856e-05,0.006669561331396259
9.700000000000001,6.2e-05,6.128725095016246e-05,0.011629646276957874
9.75,6.2e-05,5.829806219680073e-05,0.0635001861760411
9.8,6.2e-05,5.545467448257299e-05,0.11803018552536855
9.850000000000001,6.2e-05,5.2749975428649256e-05,0.17535599772671986
9.9,5.8e-05,5.017719968121576e-05,0.15590348541735718
9.950000000000001,6.8e-05,4.772991197256835e-05,0.42468312196095
10.0,6.6e-05,4.5401991009687765e-05,0.4536807424572435
10.05,6.2e-05,4.318761414980846e-05,0.4355967844145189
10.100000000000001,6.2e-05,4.1081242824483985e-05,0.5092045843133222
10.15,6.2e-05,3.907760867553637e-05,0.5865863368147617
10.200000000000001,6.2e-05,3.717170036807538e-05,0.6679355366064507
10.25,6e-05,3.535875104748021e-05,0.6968925152200988
10.3,6e-05,3.3634226408857276e-05,0.7838971311734861
10.350000000000001,6e-05,3.199381334903383e-05,0.8753625691765786
10.4,5.8e-05,3.0433409172611156e-05,0.905800289117713
10.450000000000001,5.8e-05,2.8949111324997896e-05,1.0035157331381128
10.5,5.8e-05,2.7537207626670205e-05,1.106241155106305
10.55,5.8e-05,2.6194166984164777e-05,1.2142334220845
10.600000000000001,5.6e-05,2.4916630554512535e-05,1.2474948961290477
10.65,5.6e-05,2.3701403340958196e-05,1.3627292947344967
10.700000000000001,5.4e-05,2.2545446198896948e-05,1.3951621770360876
10.75,5.4e-05,2.1445868231990103e-05,1.5179675364903136
10.8,3.8e-05,2.039991955940056e-05,0.8627524431825067
10.850000000000001,3.8e-05,1.94049844360235e-05,0.9582597515232548
10.9,3.2e-05,1.8458574708471756e-05,0.73361164149436
10.950000000000001,3.2e-05,1.7558323590420105e-05,0.8224974517190998
11.0,3.2e-05,1.670197974171391e-05,0.9159405348863301
11.05,6e-06,1.5887401636409178e-05,0.6223422723669432
11.100000000000001,6e-06,1.5112552205637684e-05,0.6029790389897398
11.15,6e-06,1.4375493741878725e-05,0.5826230314079033
11.200000000000001,6e-06,1.3674383051875866e-05,0.5612233489995064
11.25,4e-06,1.3007466846060613e-05,0.6924843209412889
11.3,4e-06,1.2373077352937196e-05,0.6767174498387456
11.350000000000001,4e-06,1.1769628147448094e-05,0.6601421939683554
11.4,4e-06,1.1195610182875046e-05,0.6427171065567777
11.450000000000001,4e-06,1.064958801634136e-05,0.6243986158091598
11.5,4e-06,1.0130196218466576e-05,0.605140915956958
11.55,4e-06,9.6361359581853e-06,0.5848958527196528
11.600000000000001,4e-06,9.166171754182106e-06,0.5636128028939692
11.65,4e-06,8.719128384810808e-06,0.5412385477694976
11.700000000000001,4e-06,8.293887948764143e-06,0.5177171400541971
11.75,4e-06,7.8893870691375e-06,0.4929897639770264
11.8,2e-06,7.504614233889007e-06,0.7334972941089379
11.850000000000001,2e-06,7.138607266040753e-06,0.7198333056485331
11.9,2e-06,6.790450917290023e-06,0.7054687495188945
11.950000000000001,2e-06,6.459274579009045e-06,0.690367706847534
12.0,2e-06,6.144250104905606e-06,0.6744924171619922
12.05,2e-06,5.844589739896149e-06,0.6578031839689852
12.100000000000001,2e-06,5.5595441500094564e-06,0.6402582754924974
12.15,2e-06,5.288400548391423e-06,0.6218138203226037
12.200000000000001,2e-06,5.030480912722353e-06,0.6024236977140905
12.25,2e-06,4.785140289587032e-06,0.582039422260574
12.3,0.0,4.551765181555194e-06,1.0
12.350000000000001,0.0,4.329772012937485e-06,1.0
12.4,0.0,4.118605670378512e-06,1.0
12.450000000000001,0.0,3.917738114636132e-06,1.0
12.5,0.0,3.7266670600742913e-06,1.0
12.55,0.0,3.544914718565967e-06,1.0
12.600000000000001,0.0,3.3720266046642598e-06,1.0
12.65,0.0,3.2075703990527184e-06,1.0
12.700000000000001,0.0,3.0511348674319917e-06,1.0
12.75,0.0,2.902328832138606e-06,1.0
12.8,0.0,2.7607801939234357e-06,1.0
12.850000000000001,0.0,2.6261350014432332e-06,1.0
12.9,0.0,2.4980565661376543e-06,1.0
12.950000000000001,0.0,2.3762246202779676e-06,1.0
13.0,0.0,2.2603345160816307e-06,1.0
13.05,0.0,2.1500964638894913e-06,1.0
13.100000000000001,0.0,2.045234807500349e-06,1.0
13.15,0.0,1.94548733485032e-06,1.0
13.200000000000001,0.0,1.8506046223130352e-06,1.0
13.25,0.0,1.7603494109807631e-06,1.0
13.3,0.0,1.6744960133664697e-06,1.0
13.350000000000001,0.0,1.5928297490430774e-06,0.9999999999999999
13.4,0.0,1.5151464078084078e-06,1.0
13.450000000000001,0.0,1.4412517390332486e-06,1.0
13.5,0.0,1.3709609659154777e-06,1.0
13.55,0.0,1.3040983234253756e-06,1.0
13.600000000000001,0.0,1.2404966187866635e-06,1.0
13.65,0.0,1.1799968133940274e-06,0.9999999999999999
13.700000000000001,0.0,1.1224476251215991e-06,0.9999999999999999
13.75,0.0,1.067705150027853e-06,1.0
13.8,0.0,1.0156325025108227e-06,1.0
13.850000000000001,0.0,9.660994730138016e-07,0.9999999999999999
13.9,0.0,9.189822024254692e-07,1.0
13.950000000000001,0.0,8.741628723602173e-07,1.0
14.0,0.0,8.315294105441535e-07,1.0
14.05,0.0,7.909752105699911e-07,1.0
14.100000000000001,0.0,7.523988653200466e-07,1.0
14.15,0.0,7.15703913390677e-07,1.0
14.200000000000001,0.0,6.807985978840484e-07,1.0
14.25,0.0,6.475956369640584e-07,1.0
14.3,2e-06,6.1601200560261e-07,2.2466899700169187
14.350000000000001,2e-06,5.8596872797049e-07,2.413151426914922
14.4,2e-06,5.573906799536565e-07,2.58814754521243
14.450000000000001,2e-06,5.30206401301107e-07,2.772115906356606
14.5,2e-06,5.043479169345812e-07,2.9655165270751374
14.55,2e-06,4.797505669732282e-07,3.1688330096577184
14.600000000000001,2e-06,4.5635284504822273e-07,3.382573751213626
14.65,0.0,4.3409624450298234e-07,1.0
14.700000000000001,0.0,4.1292511209440424e-07,1.0
14.75,0.0,3.9278650882928485e-07,1.0
14.8,0.0,3.7363007758790874e-07,1.0
14.850000000000001,0.0,3.5540791720380554e-07,1.0
14.9,0.0,3.380744626847774e-07,1.0
14.950000000000001,0.0,3.2158637127568485e-07,1.0
15.0,0.0,3.059024140780841e-07,0.9999999999999999
15.05,0.0,2.909833729556832e-07,1.0
15.100000000000001,0.0,2.7679194246783846e-07,1.0
15.15,0.0,2.632926365858501e-07,1.0
15.200000000000001,0.0,2.5045169995880005e-07,1.0
15.25,0.0,2.3823702350704766e-07,1.0
15.3,0.0,2.2661806413230635e-07,1.0
15.350000000000001,0.0,2.155657683435434e-07,1.0
15.4,0.0,2.0505249960771164e-07,1.0
15.450000000000001,0.0,1.9505196924365354e-07,1.0
15.5,0.0,1.8553917068637532e-07,1.0
15.55,0.0,1.7649031695730562e-07,1.0
15.600000000000001,0.0,1.678827811841895e-07,1.0
15.65,0.0,1.596950400218746e-07,0.9999999999999999
15.700000000000001,0.0,1.5190661983251375e-07,1.0
15.75,0.0,1.444980454906066e-07,1.0
15.8,0.0,1.3745079168485715e-07,1.0
15.850000000000001,0.0,1.307472365950829e-07,1.0
15.9,0.0,1.2437061782833563e-07,1.0
15.950000000000001,0.0,1.1830499050405196e-07,1.0
16.0,0.0,1.125351873834261e-07,1.0
16.05,0.0,1.0704678094330016e-07,1.0
16.1,0.0,1.0182604729974271e-07,1.0
16.150000000000002,0.0,9.685993189109912e-08,1.0
16.2,0.0,9.213601683470616e-08,1.0
16.25,0.0,8.764248987564172e-08,1.0
16.3,0.0,8.336811484986971e-08,1.0
16.35,0.0,7.930220358791524e-08,1.0
16.400000000000002,0.0,7.543458918881913e-08,0.9999999999999999
16.45,0.0,7.175560059754039e-08,0.9999999999999999
16.5,0.0,6.825603842223516e-08,1.0
16.55,0.0,6.492715193094623e-08,1.0
16.6,0.0,6.176061717017722e-08,1.0
16.650000000000002,0.0,5.8748516150640095e-08,1.0
16.7,0.0,5.588331704812762e-08,1.0
16.75,0.0,5.315785537000165e-08,1.0
16.8,0.0,5.056531604020626e-08,0.9999999999999999
16.85,0.0,4.809921635800463e-08,1.0
16.900000000000002,0.0,4.5753389787830533e-08,1.0
16.95,0.0,4.352197053971925e-08,1.0
17.0,0.0,4.139937890176017e-08,1.0
17.05,0.0,3.9380307287896647e-08,1.0
17.1,0.0,3.7459706966182046e-08,1.0
17.150000000000002,0.0,3.5632775434308074e-08,1.0
17.2,0.0,3.389494441083646e-08,1.0
17.25,0.0,3.2241868412105374e-08,0.9999999999999999
17.3,0.0,3.0669413886248466e-08,0.9999999999999999
17.35,0.0,2.9173648877153397e-08,1.0
17.400000000000002,0.0,2.7750833192516187e-08,1.0
17.45,0.0,2.639740905140567e-08,1.0
17.5,0.0,2.5109992187951508e-08,1.0
17.55,0.0,2.3885363388911818e-08,1.0
17.6,0.0,2.2720460443957865e-08,1.0
17.650000000000002,0.0,2.1612370488548815e-08,1.0
17.7,0.0,2.0558322720249107e-08,0.9999999999999999
17.75,0.0,1.9555681470275165e-08,1.0
17.8,0.0,1.8601939612947664e-08,1.0
17.85,0.0,1.76947122965681e-08,1.0
17.900000000000002,0.0,1.68317309800447e-08,1.0
17.95,0.0,1.6010837760355617e-08,1.0
18.0,0.0,1.5229979976664916e-08,1.0
18.05,0.0,1.4487205077599623e-08,1.0
18.1,0.0,1.3780655738852188e-08,1.0
18.150000000000002,0.0,1.3108565218900675e-08,1.0
18.2,0.0,1.2469252941233256e-08,1.0
18.25,0.0,1.1861120292030004e-08,1.0
18.3,0.0,1.128264662279472e-08,1.0
18.35,0.0,1.0732385447940323e-08,1.0
18.400000000000002,0.0,1.0208960827820483e-08,1.0
18.45,0.0,9.71106392816293e-09,1.0
18.5,0.0,9.237449747301072e-09,1.0
18.55,0.0,8.786934003020806e-09,0.9999999999999999
18.6,0.0,8.358390171237294e-09,1.0
18.650000000000002,0.0,7.9507466690974e-09,1.0
18.7,0.0,7.562984175463869e-09,1.0
18.75,0.0,7.1941330820809345e-09,1.0
18.8,0.0,6.843271069048347e-09,1.0
18.85,0.0,6.509520798540685e-09,1.0
18.900000000000002,0.0,6.192047721005472e-09,1.0
18.95,0.0,5.890057988354272e-09,1.0
19.0,0.0,5.602796468928596e-09,1.0
19.05,0.0,5.329544859277271e-09,1.0
19.1,0.0,5.069619888023333e-09,1.0
19.150000000000002,0.0,4.822371607329481e-09,1.0
19.200000000000003,0.0,4.587181767689745e-09,1.0
19.25,0.0,4.363462271983504e-09,1.0
19.3,0.0,4.150653704926149e-09,0.9999999999999999
19.35,0.0,3.948223934239417e-09,1.0
19.400000000000002,0.0,3.755666780043322e-09,0.9999999999999999
19.450000000000003,0.0,3.5725007491426956e-09,1.0
19.5,0.0,3.3982678310432958e-09,1.0
19.55,0.0,3.232532352686856e-09,1.0
19.6,0.0,3.0748798890414926e-09,1.0
19.650000000000002,0.0,2.924916226823125e-09,1.0
19.700000000000003,0.0,2.7822663787568693e-09,0.9999999999999999
19.75,0.0,2.646573645913469e-09,1.0
19.8,0.0,2.517498725776078e-09,1.0
19.85,0.0,2.3947188638072345e-09,1.0
19.900000000000002,0.0,2.2779270463943144e-09,1.0
19.950000000000003,0.0,2.1668312331555476e-09,1.0
20.0,0.0,2.061153626686912e-09,1.0
20.05,0.0,1.9606299779238598e-09,1.0
20.1,0.0,1.8650089253810255e-09,1.0
20.150000000000002,0.0,1.774051366617523e-09,1.0
20.200000000000003,0.0,1.687529860356283e-09,1.0
20.25,0.0,1.6052280577623688e-09,1.0
20.3,0.0,1.5269401614581548e-09,1.0
20.35,0.0,1.452470410922702e-09,1.0
20.400000000000002,0.0,1.3816325929884444e-09,0.9999999999999999
20.450000000000003,0.0,1.3142495762112682e-09,1.0
20.5,0.0,1.2501528679496249e-09,1.0
20.55,0.0,1.1891821930451325e-09,1.0
20.6,0.0,1.1311850930512124e-09,1.0
20.650000000000002,0.0,1.0760165450075284e-09,1.0
20.700000000000003,0.0,1.0235385988070438e-09,1.0
20.75,0.0,9.736200322488925e-10,1.0
20.8,0.0,9.261360229145033e-10,1.0
20.85,0.0,8.809678360465508e-10,1.0
20.900000000000002,0.0,8.380025276501941e-10,1.0
20.950000000000003,0.0,7.971326620742587e-10,1.0
21.0,0.0,7.582560433661429e-10,1.0
21.05,0.0,7.212754597286909e-10,1.0
21.1,0.0,6.860984404400752e-10,1.0
21.150000000000002,0.0,6.526370246288115e-10,1.0
21.200000000000003,0.0,6.208075413257622e-10,1.0
21.25,0.0,5.9053040024313e-10,0.9999999999999999
21.3,0.0,5.617298927572705e-10,1.0
21.35,0.0,5.343340025977072e-10,1.0
21.400000000000002,0.0,5.082742257689342e-10,1.0
21.450000000000003,0.0,4.834853992547439e-10,1.0
21.5,0.0,4.599055380767448e-10,1.0
21.55,0.0,4.374756802996203e-10,1.0
21.6,0.0,4.1613973959558716e-10,1.0
21.650000000000002,0.0,3.9584436499935325e-10,1.0
21.700000000000003,0.0,3.7653880750291585e-10,1.0
21.75,0.0,3.5817479315660725e-10,1.0
21.8,0.0,3.4070640235907e-10,1.0
21.85,0.0,3.240899550343414e-10,1.0
21.900000000000002,0.0,3.082839014089058e-10,0.9999999999999999
21.950000000000003,0.0,2.932487181156191e-10,0.9999999999999999
22.0,0.0,2.789468093647038e-10,1.0
22.05,0.0,2.653424129346876e-10,1.0
22.1,0.0,2.524015107482272e-10,1.0
22.150000000000002,0.0,2.4009174380919127e-10,0.9999999999999999
22.200000000000003,0.0,2.283823312883155e-10,1.0
22.25,0.0,2.1724399355509665e-10,1.0
22.3,0.0,2.0664887896346181e-10,1.0
22.35,0.0,1.965704942081502e-10,1.0
22.400000000000002,0.0,1.8698363807764696e-10,1.0
22.450000000000003,0.0,1.7786433843802778e-10,1.0
